Time,Front Wheel Input,Front Wheel Ticks,Front Wheel Speed
246826,23.00,-5375,-39.02
248129,17.00,-7375,-29.84
248239,16.00,-7517,-29.84
248349,15.00,-7657,-29.84
248459,15.00,-7788,-27.55
248569,14.00,-7917,-25.25
249211,11.00,-8597,-20.66
249321,11.00,-8700,-22.95
249431,10.00,-8799,-20.66
249541,10.00,-8894,-18.36
249651,9.00,-8985,-18.36
249761,9.00,-9073,-18.36
250403,6.00,-9494,-11.48
250513,5.00,-9550,-11.48
250623,4.00,-9605,-11.48
250733,4.00,-9652,-6.89
250843,3.00,-9698,-9.18
251595,0.00,-9851,0.00
251705,-1.00,-9839,4.59
251815,-1.00,-9813,4.59
251925,-2.00,-9782,6.89
252035,-2.00,-9749,9.18
252677,-5.00,-9446,11.48
252787,-6.00,-9375,16.07
252897,-7.00,-9305,16.07
253007,-7.00,-9226,18.36
253117,-8.00,-9147,16.07
253227,-8.00,-9060,18.36
253869,-11.00,-8481,22.95
253979,-12.00,-8368,22.95
254089,-12.00,-8249,25.25
254199,-13.00,-8127,27.55
254309,-13.00,-8003,25.25
255612,-20.00,-6202,36.73
255722,-20.00,-6022,36.73
255832,-21.00,-5841,39.02
255942,-21.00,-5654,41.32
256052,-22.00,-5464,41.32
256694,-25.00,-4256,48.20
256804,-25.00,-4036,45.91
256914,-26.00,-3813,45.91
257024,-26.00,-3586,48.20
257134,-27.00,-3352,48.20
257244,-27.00,-3114,48.20
257886,-31.00,-1644,55.09
257996,-31.00,-1376,55.09
258106,-32.00,-1104,57.39
258216,-32.00,-827,57.39
258326,-33.00,-548,57.39
259078,-36.00,1471,64.27
259188,-37.00,1785,66.57
259298,-37.00,2099,64.27
259408,-38.00,2420,66.57
259518,-38.00,2745,68.86
260160,-42.00,4722,73.45
260270,-42.00,5079,75.75
260380,-43.00,5437,75.75
260490,-43.00,5801,75.75
260600,-44.00,6164,75.75
260710,-44.00,6536,78.05
260821,-45.00,6911,78.05
260931,-45.00,7292,80.34
261041,-46.00,7676,80.34
261151,-46.00,8061,78.05
261261,-47.00,8452,82.64
261903,-50.00,10814,87.23
262013,-51.00,11235,89.52
262123,-51.00,11661,87.23
262233,-50.00,12086,87.23
262343,-50.00,12505,87.23
263095,-46.00,15268,82.64
263205,-46.00,15656,82.64
263315,-45.00,16039,80.34
263425,-45.00,16418,78.05
263535,-44.00,16795,78.05
264177,-41.00,18896,73.45
264287,-40.00,19245,71.16
264397,-40.00,19586,71.16
264507,-39.00,19924,68.86
264617,-39.00,20257,71.16
264727,-38.00,20589,68.86
265369,-35.00,22426,64.27
265479,-35.00,22727,64.27
265589,-34.00,23026,61.98
265699,-34.00,23320,61.98
265809,-33.00,23608,59.68
267112,-27.00,26711,50.50
267222,-26.00,26948,48.20
267332,-26.00,27180,48.20
267442,-25.00,27406,45.91
267552,-25.00,27627,48.20
268194,-22.00,28835,41.32
268304,-21.00,29028,39.02
268414,-21.00,29217,39.02
268524,-20.00,29399,39.02
268634,-20.00,29578,39.02
268744,-19.00,29750,34.43
269386,-16.00,30686,32.14
269496,-15.00,30834,29.84
269606,-15.00,30976,29.84
269716,-14.00,31115,27.55
269826,-14.00,31247,25.25
270578,-10.00,32042,20.66
270688,-10.00,32145,22.95
270798,-9.00,32242,20.66
270908,-9.00,32336,20.66
271018,-8.00,32424,18.36
271660,-5.00,32860,11.48
271770,-4.00,32923,11.48
271880,-4.00,32980,13.77
271990,-3.00,33033,9.18
272100,-3.00,33080,11.48
272210,-2.00,33122,6.89
272852,1.00,33226,0.00
272962,1.00,33226,0.00
273072,2.00,33226,0.00
273182,2.00,33226,0.00
273292,3.00,33206,-9.18
274044,7.00,32857,-13.77
274154,7.00,32787,-16.07
274264,8.00,32714,-16.07
274374,8.00,32636,-18.36
274484,9.00,32555,-18.36
275126,12.00,32003,-22.95
275236,12.00,31895,-22.95
275346,13.00,31782,-22.95
275456,13.00,31666,-25.25
275566,14.00,31544,-25.25
275677,15.00,31422,-25.25
275787,15.00,31294,-25.25
275897,16.00,31163,-27.55
276007,16.00,31024,-29.84
276117,17.00,30882,-29.84
276227,17.00,30733,-32.14
276869,20.00,29795,-36.73
276979,21.00,29620,-36.73
277089,21.00,29443,-36.73
277199,22.00,29262,-39.02
277309,22.00,29076,-41.32
278061,26.00,27683,-45.91
278171,27.00,27465,-48.20
278281,27.00,27242,-45.91
278391,28.00,27014,-48.20
278501,28.00,26780,-50.50
279143,31.00,25348,-55.09
279253,32.00,25088,-55.09
279363,32.00,24823,-55.09
279473,33.00,24552,-57.39
279583,33.00,24279,-57.39
279693,34.00,24001,-57.39
280335,37.00,22308,-64.27
280445,38.00,22003,-64.27
280555,38.00,21692,-66.57
280665,39.00,21382,-66.57
280775,39.00,21063,-66.57
281527,43.00,18782,-73.45
281637,43.00,18430,-73.45
281747,44.00,18075,-75.75
281857,44.00,17716,-75.75
281967,45.00,17355,-75.75
282609,48.00,15158,-82.64
282719,49.00,14766,-82.64
282829,49.00,14368,-82.64
282939,50.00,13969,-84.93
283049,50.00,13564,-87.23
283160,51.00,13157,-87.23
283270,51.00,12743,-84.93
283380,50.00,12331,-84.93
283490,50.00,11925,-84.93
283600,49.00,11524,-82.64
283710,49.00,11126,-82.64
284352,46.00,8888,-78.05
284462,45.00,8517,-78.05
284572,45.00,8149,-78.05
284682,44.00,7789,-75.75
284792,43.00,7430,-75.75
285544,40.00,5089,-68.86
285654,39.00,4760,-68.86
285764,39.00,4438,-66.57
285874,38.00,4118,-66.57
285984,38.00,3806,-64.27
286626,35.00,2054,-59.68
286736,34.00,1771,-59.68
286846,34.00,1488,-59.68
286956,33.00,1211,-57.39
287066,32.00,935,-57.39
287176,32.00,666,-57.39
287818,29.00,-813,-50.50
287928,28.00,-1054,-48.20
288038,28.00,-1290,-50.50
288148,27.00,-1521,-45.91
288258,27.00,-1748,-45.91
289010,23.00,-3185,-39.02
289120,23.00,-3381,-43.61
289230,22.00,-3570,-39.02
289340,22.00,-3757,-39.02
289450,21.00,-3936,-36.73
290092,18.00,-4914,-32.14
290202,17.00,-5069,-29.84
290312,17.00,-5218,-29.84
290422,16.00,-5364,-27.55
290532,16.00,-5504,-27.55
290642,15.00,-5641,-27.55
290753,15.00,-5773,-27.55
290863,14.00,-5897,-25.25
290973,14.00,-6018,-25.25
291083,13.00,-6136,-22.95
291193,13.00,-6253,-25.25
291835,9.00,-6849,-18.36
291945,9.00,-6937,-18.36
292055,8.00,-7022,-16.07
292165,8.00,-7101,-16.07
292275,7.00,-7178,-13.77
293027,4.00,-7583,-11.48
293137,3.00,-7625,-6.89
293247,3.00,-7664,-9.18
293357,2.00,-7698,-4.59
293467,2.00,-7727,-4.59
294109,-2.00,-7694,6.89
294219,-2.00,-7655,6.89
294329,-3.00,-7618,9.18
294439,-3.00,-7571,9.18
294549,-4.00,-7523,9.18
294659,-4.00,-7469,9.18
295301,-7.00,-7072,18.36
295411,-8.00,-6989,18.36
295521,-8.00,-6903,18.36
295631,-9.00,-6811,20.66
295741,-9.00,-6717,18.36
296493,-13.00,-5958,25.25
296603,-14.00,-5836,25.25
296713,-14.00,-5706,27.55
296823,-15.00,-5573,27.55
296933,-15.00,-5432,29.84
297575,-18.00,-4527,34.43
297685,-19.00,-4357,36.73
297795,-19.00,-4183,36.73
297905,-20.00,-4008,36.73
298015,-20.00,-3829,39.02
298125,-21.00,-3646,39.02
298767,-24.00,-2481,45.91
298877,-25.00,-2267,45.91
298987,-25.00,-2049,43.61
299097,-26.00,-1830,45.91
299207,-26.00,-1604,45.91
300510,-33.00,1402,57.39
300620,-33.00,1687,59.68
300730,-34.00,1970,59.68
300840,-34.00,2259,59.68
300950,-35.00,2553,61.98
301592,-38.00,4354,68.86
301702,-38.00,4679,66.57
