Time,Front Wheel Input,Front Wheel Ticks,Front Wheel Speed
38608,-150,51041,254.79
38668,-150,51702,252.50
38728,-150,52365,254.79
38788,-150,53027,252.50
38848,-150,53689,252.50
38909,-150,54351,252.50
38969,150,54976,167.57
39029,150,54617,-220.36
39089,150,53988,-245.61
39149,150,53339,-247.91
39209,150,52688,-247.91
39269,150,52037,-247.91
39329,150,51386,-250.20
39389,150,50736,-247.91
39450,150,50085,-247.91
39510,150,49434,-250.20
39570,150,48784,-247.91
39630,150,48134,-247.91
39690,150,47483,-250.20
39750,150,46833,-247.91
39810,150,46183,-247.91
39870,150,45532,-250.20
39930,150,44883,-247.91
39991,150,44233,-247.91
40051,150,43583,-247.91
40111,150,42933,-247.91
40171,150,42284,-247.91
40231,150,41633,-250.20
40291,150,40983,-247.91
40351,150,40334,-247.91
40411,150,39684,-247.91
40471,150,39034,-247.91
40532,150,38385,-247.91
40592,150,37735,-247.91
40652,150,37085,-247.91
40712,150,36436,-247.91
40772,150,35786,-247.91
40832,150,35136,-247.91
40892,150,34487,-247.91
40952,150,33837,-247.91
41012,150,33187,-247.91
41073,150,32538,-247.91
41133,150,31888,-247.91
41193,150,31238,-247.91
41253,150,30588,-247.91
41313,150,29938,-250.20
41373,150,29288,-247.91
41433,150,28639,-250.20
41493,150,27989,-247.91
41553,150,27339,-250.20
41614,150,26690,-247.91
41674,150,26040,-250.20
41734,150,25390,-247.91
41794,150,24741,-247.91
41854,150,24091,-247.91
41914,150,23441,-247.91
41974,150,22792,-247.91
42034,150,22142,-247.91
42095,150,21491,-250.20
42155,150,20842,-250.20
42215,150,20192,-247.91
42275,150,19542,-247.91
42335,150,18892,-250.20
42395,150,18243,-247.91
42455,150,17592,-247.91
42515,150,16943,-247.91
42575,150,16293,-247.91
42636,150,15643,-247.91
42696,150,14993,-247.91
42756,150,14344,-247.91
42816,150,13694,-247.91
42876,150,13045,-250.20
42936,150,12396,-247.91
42996,150,11747,-247.91
43056,150,11097,-250.20
43116,150,10448,-247.91
43177,150,9798,-247.91
43237,150,9149,-250.20
43297,150,8499,-250.20
43357,150,7850,-247.91
43417,150,7201,-247.91
43477,150,6552,-247.91
43537,150,5901,-250.20
43597,150,5253,-247.91
43657,150,4603,-250.20
43718,150,3954,-247.91
43778,150,3305,-247.91
43838,150,2656,-247.91
43898,150,2006,-247.91
43958,150,1357,-247.91
44018,-150,1360,185.93
44078,-150,1968,245.61
44138,-150,2626,252.50
44198,-150,3289,252.50
44259,-150,3954,252.50
44319,-150,4617,252.50
44379,-150,5281,252.50
44439,-150,5945,252.50
44499,-150,6609,254.79
44559,-150,7273,254.79
44619,-150,7936,252.50
44679,-150,8599,252.50
44739,-150,9263,252.50
44800,-150,9927,252.50
44860,-150,10590,254.79
44920,-150,11253,252.50
44980,-150,11917,252.50
45040,-150,12581,254.79
45100,-150,13244,254.79
45160,-150,13908,254.79
45220,-150,14571,252.50
45281,-150,15235,254.79
45341,-150,15898,252.50
45401,-150,16561,252.50
45461,-150,17224,252.50
45521,-150,17888,254.79
45581,-150,18551,254.79
45641,-150,19213,252.50
45701,-150,19877,252.50
45761,-150,20540,254.79
45822,-150,21203,252.50
45882,-150,21867,254.79
45942,-150,22529,252.50
46002,-150,23193,254.79
46062,-150,23856,252.50
46122,-150,24519,252.50
46182,-150,25182,252.50
46242,-150,25845,252.50
46302,-150,26509,254.79
46363,-150,27172,254.79
46423,-150,27835,254.79
46483,-150,28498,252.50
46543,-150,29161,254.79
46603,-150,29824,254.79
46663,-150,30487,252.50
46723,-150,31151,254.79
46783,-150,31815,254.79
46843,-150,32477,252.50
46904,-150,33141,254.79
46964,-150,33804,252.50
47024,-150,34468,254.79
47084,-150,35131,254.79
47144,-150,35793,252.50
47204,-150,36457,252.50
47264,-150,37121,254.79
47324,-150,37784,254.79
47384,-150,38447,254.79
47445,-150,39111,254.79
47505,-150,39773,252.50
47565,-150,40437,254.79
47625,-150,41100,254.79
47685,-150,41763,254.79
47745,-150,42425,252.50
47805,-150,43088,252.50
47865,-150,43750,252.50
47926,-150,44413,252.50
47986,-150,45076,252.50
48046,-150,45739,254.79
48106,-150,46401,252.50
48166,-150,47065,252.50
48226,-150,47728,254.79
48286,-150,48391,254.79
48346,-150,49054,254.79
48406,-150,49717,254.79
48467,-150,50380,254.79
48527,-150,51043,252.50
48587,-150,51706,252.50
48647,-150,52369,252.50
48707,-150,53033,254.79
48767,-150,53695,254.79
48827,-150,54357,250.20
48887,-150,55021,252.50
48947,-150,55683,252.50
49008,150,56059,-82.64
49068,150,55528,-236.43
49128,150,54885,-247.91
49188,150,54235,-250.20
49248,150,53584,-250.20
49308,150,52932,-250.20
49368,150,52282,-247.91
49428,150,51631,-247.91
49488,150,50979,-247.91
