Time,Front Wheel Input,Front Wheel Ticks,Front Wheel Speed
32597,150,14793,-247.91
32657,150,14143,-247.91
32717,150,13493,-247.91
32777,150,12843,-247.91
32837,150,12192,-250.20
32897,150,11542,-250.20
32957,150,10892,-247.91
33017,150,10241,-250.20
33078,150,9591,-250.20
33138,150,8941,-250.20
33198,150,8291,-247.91
33258,150,7641,-247.91
33318,150,6991,-247.91
33378,150,6341,-247.91
33438,150,5691,-247.91
33498,150,5041,-247.91
33558,150,4391,-247.91
33619,150,3741,-247.91
33679,150,3091,-247.91
33739,150,2440,-250.20
33799,150,1790,-247.91
33859,150,1141,-247.91
33919,150,490,-247.91
33979,-150,127,84.93
34039,-150,664,238.73
34099,-150,1316,252.50
34160,-150,1979,252.50
34220,-150,2643,252.50
34280,-150,3307,254.79
34340,-150,3972,254.79
34400,-150,4636,254.79
34460,-150,5300,254.79
34520,-150,5964,254.79
34580,-150,6627,252.50
34640,-150,7291,254.79
34701,-150,7955,254.79
34761,-150,8618,254.79
34821,-150,9281,252.50
34881,-150,9945,252.50
34941,-150,10609,254.79
35001,-150,11272,254.79
35061,-150,11936,254.79
35121,-150,12599,254.79
35181,-150,13262,252.50
35242,-150,13926,254.79
35302,-150,14589,254.79
35362,-150,15252,252.50
35422,-150,15916,254.79
35482,-150,16579,254.79
35542,-150,17242,254.79
35602,-150,17905,252.50
35662,-150,18568,252.50
35722,-150,19231,252.50
35783,-150,19895,254.79
35843,-150,20557,252.50
35903,-150,21221,254.79
35963,-150,21884,252.50
36023,-150,22547,254.79
36083,-150,23209,252.50
36143,-150,23873,252.50
36203,-150,24536,254.79
36264,-150,25198,252.50
36324,-150,25861,252.50
36384,-150,26524,252.50
36444,-150,27187,254.79
36504,-150,27850,254.79
36564,-150,28512,252.50
36624,-150,29175,254.79
36684,-150,29838,254.79
36744,-150,30501,254.79
36805,-150,31163,252.50
36865,-150,31826,252.50
36925,-150,32489,254.79
36985,-150,33151,252.50
37045,-150,33815,254.79
37105,-150,34477,252.50
37165,-150,35140,254.79
37225,-150,35802,252.50
37285,-150,36465,252.50
37346,-150,37129,254.79
37406,-150,37791,252.50
37466,-150,38453,252.50
37526,-150,39117,254.79
37586,-150,39779,254.79
37646,-150,40441,252.50
37706,-150,41104,252.50
37766,-150,41767,252.50
37826,-150,42429,252.50
37887,-150,43092,252.50
37947,-150,43754,252.50
38007,-150,44417,252.50
38067,-150,45080,254.79
38127,-150,45742,254.79
38187,-150,46404,252.50
38247,-150,47068,254.79
38307,-150,47729,252.50
38367,-150,48391,252.50
38428,-150,49054,252.50
38488,-150,49716,254.79
38548,-150,50378,252.50
38608,-150,51041,254.79
38668,-150,51702,252.50
38728,-150,52365,254.79
38788,-150,53027,252.50
38848,-150,53689,252.50
38909,-150,54351,252.50
38969,150,54976,167.57
39029,150,54617,-220.36
39089,150,53988,-245.61
39149,150,53339,-247.91
39209,150,52688,-247.91
39269,150,52037,-247.91
39329,150,51386,-250.20
39389,150,50736,-247.91
39450,150,50085,-247.91
39510,150,49434,-250.20
39570,150,48784,-247.91
39630,150,48134,-247.91
39690,150,47483,-250.20
39750,150,46833,-247.91
39810,150,46183,-247.91
39870,150,45532,-250.20
39930,150,44883,-247.91
39991,150,44233,-247.91
40051,150,43583,-247.91
