Time,Front Wheel Input,Front Wheel Ticks,Front Wheel Speed
45898,-26.00,-16047,52.80
46008,-27.00,-15798,52.80
46118,-27.00,-15547,55.09
46760,-31.00,-13979,59.68
46870,-31.00,-13698,59.68
46980,-32.00,-13415,59.68
47090,-32.00,-13123,61.98
47200,-33.00,-12830,59.68
47311,-33.00,-12529,61.98
47421,-34.00,-12226,64.27
47531,-34.00,-11918,64.27
47641,-35.00,-11609,66.57
47751,-35.00,-11294,66.57
47861,-36.00,-10974,66.57
48503,-39.00,-9029,73.45
48613,-39.00,-8681,73.45
48723,-40.00,-8325,75.75
48833,-41.00,-7970,73.45
48943,-41.00,-7609,75.75
49585,-44.00,-5421,80.34
49695,-45.00,-5032,82.64
49805,-45.00,-4638,82.64
49915,-46.00,-4240,82.64
50025,-46.00,-3840,84.93
50136,-47.00,-3436,87.23
50246,-47.00,-3028,87.23
50356,-48.00,-2616,87.23
50466,-48.00,-2199,84.93
50576,-49.00,-1779,89.52
50686,-49.00,-1356,89.52
51328,-49.00,1172,89.52
51438,-49.00,1600,89.52
51548,-48.00,2024,89.52
51658,-48.00,2442,89.52
51768,-47.00,2859,87.23
52410,-44.00,5200,80.34
52520,-44.00,5588,80.34
52630,-43.00,5970,78.05
52740,-43.00,6350,80.34
52850,-42.00,6725,75.75
53602,-38.00,9173,71.16
53712,-38.00,9514,71.16
53822,-37.00,9851,68.86
53932,-37.00,10182,68.86
54042,-36.00,10511,68.86
54684,-33.00,12339,61.98
54794,-33.00,12639,61.98
54904,-32.00,12935,61.98
55014,-32.00,13228,61.98
55124,-31.00,13515,59.68
56427,-25.00,16603,50.50
56968,-22.00,17714,45.91
57078,-22.00,17928,45.91
57188,-21.00,18137,43.61
57298,-21.00,18345,43.61
57408,-20.00,18546,43.61
58050,-17.00,19639,36.73
58160,-16.00,19812,36.73
58270,-16.00,19979,34.43
58380,-15.00,20144,32.14
58490,-15.00,20305,34.43
58601,-14.00,20462,32.14
58711,-14.00,20614,32.14
58821,-13.00,20762,29.84
58931,-13.00,20907,29.84
59041,-12.00,21046,27.55
59151,-12.00,21183,27.55
59793,-8.00,21886,22.95
59903,-8.00,21993,20.66
60013,-7.00,22098,20.66
60123,-7.00,22197,20.66
60233,-6.00,22293,18.36
60875,-3.00,22766,13.77
60985,-3.00,22834,16.07
61095,-2.00,22897,11.48
61205,-2.00,22955,11.48
61315,-1.00,23011,11.48
61426,-1.00,23062,11.48
61536,0.00,23044,-6.89
61646,0.00,23006,-6.89
61756,1.00,22963,-11.48
61866,2.00,22918,-9.18
61976,2.00,22865,-11.48
62618,5.00,22480,-16.07
62728,6.00,22401,-18.36
62838,6.00,22317,-18.36
62948,7.00,22230,-20.66
63058,7.00,22139,-18.36
63700,10.00,21524,-22.95
63810,11.00,21404,-27.55
63920,11.00,21281,-25.25
64030,12.00,21153,-27.55
64140,13.00,21020,-27.55
64251,13.00,20881,-29.84
64361,14.00,20740,-32.14
64471,14.00,20593,-29.84
64581,15.00,20444,-32.14
64691,15.00,20289,-32.14
64801,16.00,20132,-34.43
65443,19.00,19137,-36.73
65553,19.00,18949,-39.02
65663,20.00,18759,-41.32
65773,20.00,18564,-39.02
65883,21.00,18364,-41.32
66525,24.00,17129,-48.20
66635,25.00,16904,-45.91
66745,25.00,16670,-50.50
66855,26.00,16436,-50.50
66965,26.00,16195,-50.50
67717,30.00,14455,-57.39
67827,30.00,14183,-57.39
67937,31.00,13908,-57.39
68047,31.00,13629,-57.39
68157,32.00,13346,-59.68
68799,35.00,11611,-64.27
68909,36.00,11301,-66.57
69019,36.00,10983,-66.57
69129,37.00,10662,-68.86
69239,37.00,10336,-68.86
70542,43.00,6178,-78.05
70652,44.00,5798,-80.34
70762,45.00,5418,-80.34
70872,45.00,5029,-80.34
70982,46.00,4638,-82.64
71624,49.00,2280,-87.23
71734,49.00,1862,-87.23
71844,50.00,1441,-89.52
71954,50.00,1012,-89.52
72064,51.00,580,-91.82
73367,45.00,-4311,-82.64
73477,44.00,-4700,-80.34
73587,44.00,-5083,-80.34
73697,43.00,-5463,-78.05
73807,43.00,-5836,-75.75
74449,40.00,-7930,-73.45
74559,39.00,-8273,-71.16
74669,39.00,-8616,-73.45
74779,38.00,-8954,-68.86
74889,38.00,-9289,-68.86
75531,34.00,-11148,-64.27
75641,34.00,-11452,-61.98
75751,33.00,-11755,-61.98
75861,33.00,-12048,-59.68
75971,32.00,-12342,-59.68
76081,32.00,-12630,-59.68
76723,29.00,-14223,-55.09
76833,28.00,-14483,-52.80
76943,28.00,-14740,-52.80
77053,27.00,-14992,-50.50
77163,27.00,-15241,-52.80
77805,23.00,-16598,-45.91
77915,23.00,-16817,-45.91
78025,22.00,-17035,-45.91
78135,22.00,-17246,-43.61
78245,21.00,-17456,-43.61
78356,21.00,-17659,-43.61
78466,20.00,-17857,-41.32
78576,20.00,-18051,-39.02
78686,19.00,-18244,-39.02
78796,19.00,-18432,-39.02
78906,18.00,-18616,-36.73
79548,15.00,-19597,-32.14
79658,15.00,-19749,-29.84
79768,14.00,-19897,-29.84
79878,13.00,-20044,-29.84
79988,13.00,-20186,-29.84
80630,10.00,-20935,-25.25
80740,9.00,-21050,-22.95
80850,9.00,-21159,-20.66
80960,8.00,-21266,-22.95
81070,8.00,-21367,-20.66
81181,7.00,-21464,-18.36
81291,7.00,-21558,-20.66
81401,6.00,-21643,-16.07
81511,6.00,-21727,-18.36
81621,5.00,-21803,-16.07
81731,5.00,-21879,-13.77
82373,1.00,-22250,-11.48
82483,1.00,-22297,-6.89
82593,0.00,-22344,-6.89
82703,0.00,-22385,-9.18
82813,-1.00,-22400,6.89
83455,-4.00,-22072,13.77
83565,-4.00,-22000,16.07
83675,-5.00,-21924,16.07
83785,-5.00,-21847,16.07
83895,-6.00,-21764,18.36
84006,-6.00,-21680,18.36
84116,-7.00,-21591,18.36
84226,-8.00,-21501,18.36
84336,-8.00,-21400,22.95
84446,-9.00,-21298,20.66
84556,-9.00,-21188,22.95
85198,-12.00,-20469,27.55
85308,-13.00,-20330,29.84
85418,-13.00,-20187,29.84
85528,-14.00,-20040,32.14
85638,-14.00,-19890,29.84
86280,-17.00,-18935,36.73
86390,-18.00,-18753,39.02
86500,-19.00,-18569,39.02
86610,-19.00,-18378,41.32
86720,-20.00,-18186,39.02
86831,-20.00,-17987,39.02
86941,-21.00,-17787,41.32
87051,-21.00,-17582,43.61
87161,-22.00,-17374,43.61
87271,-22.00,-17158,45.91
87381,-23.00,-16939,45.91
88023,-26.00,-15583,50.50
88133,-26.00,-15336,50.50
88243,-27.00,-15082,52.80
88353,-27.00,-14828,52.80
88463,-28.00,-14568,55.09
89105,-31.00,-12981,59.68
89215,-32.00,-12693,61.98
89325,-32.00,-12399,61.98
89435,-33.00,-12102,61.98
89545,-33.00,-11800,64.27
90297,-37.00,-9632,71.16
90407,-37.00,-9298,68.86
90517,-38.00,-8957,71.16
90627,-38.00,-8612,73.45
90737,-39.00,-8262,73.45
91379,-42.00,-6147,75.75
91489,-43.00,-5771,80.34
91599,-43.00,-5389,80.34
91709,-44.00,-5006,80.34
91819,-44.00,-4616,80.34
93122,-51.00,289,91.82
93232,-51.00,733,91.82
93342,-50.00,1180,91.82
93452,-50.00,1620,91.82
