Time,Front Wheel Input,Front Wheel Ticks,Front Wheel Speed
34949,27.00,-16158,-55.09
35059,26.00,-16411,-52.80
35169,26.00,-16659,-50.50
35279,25.00,-16903,-50.50
35389,24.00,-17146,-50.50
36031,21.00,-18461,-43.61
36141,21.00,-18670,-43.61
36251,20.00,-18879,-43.61
36361,20.00,-19083,-41.32
36471,19.00,-19284,-41.32
37774,13.00,-21326,-29.84
37884,12.00,-21472,-29.84
37994,12.00,-21612,-29.84
38104,11.00,-21750,-27.55
38214,11.00,-21883,-27.55
38856,8.00,-22576,-22.95
38966,7.00,-22681,-20.66
39076,7.00,-22784,-22.95
39186,6.00,-22882,-20.66
39296,6.00,-22977,-20.66
40599,-1.00,-23720,9.18
40709,-1.00,-23667,11.48
40819,-2.00,-23611,11.48
40929,-2.00,-23550,13.77
41039,-3.00,-23484,16.07
41681,-6.00,-23023,20.66
41791,-7.00,-22930,18.36
41901,-7.00,-22829,20.66
42011,-8.00,-22727,22.95
42121,-8.00,-22620,22.95
43424,-14.00,-21055,32.14
43534,-15.00,-20894,34.43
43644,-15.00,-20729,34.43
43754,-16.00,-20561,36.73
43864,-16.00,-20391,34.43
44506,-20.00,-19310,41.32
44616,-20.00,-19108,41.32
44726,-21.00,-18902,45.91
44836,-21.00,-18692,43.61
44946,-22.00,-18480,45.91
46249,-28.00,-15644,55.09
46359,-29.00,-15380,55.09
46469,-29.00,-15106,59.68
46579,-30.00,-14832,57.39
46689,-30.00,-14551,59.68
47331,-33.00,-12839,61.98
47441,-34.00,-12530,64.27
47551,-34.00,-12218,64.27
47661,-35.00,-11900,66.57
47771,-35.00,-11579,66.57
48413,-38.00,-9624,71.16
48523,-39.00,-9273,75.75
48633,-40.00,-8919,75.75
48743,-40.00,-8559,75.75
48853,-41.00,-8197,75.75
48963,-41.00,-7828,78.05
49605,-44.00,-5605,82.64
49715,-45.00,-5208,84.93
49825,-45.00,-4806,84.93
49935,-46.00,-4402,87.23
50045,-46.00,-3994,84.93
50687,-49.00,-1536,91.82
50797,-50.00,-1097,91.82
50907,-51.00,-656,91.82
51017,-51.00,-209,94.11
51127,-50.00,239,94.11
51238,-50.00,680,91.82
51348,-49.00,1119,89.52
51458,-49.00,1552,91.82
51568,-48.00,1982,87.23
51678,-48.00,2406,87.23
51788,-47.00,2830,89.52
52430,-44.00,5200,80.34
52540,-44.00,5595,82.64
52650,-43.00,5984,80.34
52760,-43.00,6370,82.64
52870,-42.00,6751,78.05
53512,-39.00,8886,75.75
53622,-38.00,9238,73.45
53732,-38.00,9584,71.16
53842,-37.00,9928,71.16
53952,-37.00,10265,71.16
54063,-36.00,10602,71.16
54173,-36.00,10932,68.86
54283,-35.00,11259,66.57
54393,-35.00,11582,68.86
54503,-34.00,11898,66.57
54613,-34.00,12209,64.27
55255,-30.00,13955,61.98
55365,-30.00,14239,59.68
55475,-29.00,14524,59.68
55585,-29.00,14800,57.39
55695,-28.00,15075,55.09
56337,-25.00,16585,50.50
56447,-25.00,16831,52.80
56557,-24.00,17071,48.20
56667,-24.00,17308,48.20
56777,-23.00,17542,48.20
57529,-19.00,19014,43.61
57639,-19.00,19211,41.32
57749,-18.00,19408,39.02
57859,-18.00,19598,39.02
57969,-17.00,19785,39.02
58611,-14.00,20789,32.14
58721,-14.00,20946,32.14
58831,-13.00,21101,32.14
58941,-13.00,21251,29.84
59051,-12.00,21397,29.84
60354,-6.00,22808,20.66
60464,-5.00,22903,20.66
60574,-5.00,22991,18.36
60684,-4.00,23078,18.36
60794,-4.00,23158,16.07
61436,-1.00,23550,9.18
61546,0.00,23540,-11.48
61656,0.00,23499,-9.18
61766,1.00,23449,-9.18
61876,1.00,23396,-11.48
63179,8.00,22444,-22.95
63289,8.00,22338,-22.95
63399,9.00,22226,-22.95
63509,9.00,22110,-25.25
63619,10.00,21991,-25.25
64261,13.00,21219,-29.84
64371,14.00,21073,-32.14
64481,14.00,20921,-32.14
64591,15.00,20767,-29.84
64701,15.00,20607,-34.43
66004,21.00,18402,-43.61
66114,22.00,18187,-43.61
66224,23.00,17971,-43.61
66334,23.00,17749,-48.20
66444,24.00,17526,-48.20
67086,27.00,16131,-52.80
67196,27.00,15877,-52.80
67306,28.00,15622,-52.80
67416,28.00,15359,-55.09
67526,29.00,15093,-57.39
68829,35.00,11638,-66.57
68939,36.00,11319,-68.86
69049,36.00,10994,-68.86
69159,37.00,10668,-68.86
69269,37.00,10334,-71.16
69911,40.00,8317,-75.75
70021,41.00,7957,-75.75
70131,41.00,7593,-75.75
70241,42.00,7223,-78.05
70351,42.00,6851,-78.05
70993,46.00,4598,-82.64
71103,46.00,4195,-82.64
71213,47.00,3791,-84.93
71323,47.00,3379,-87.23
71433,48.00,2967,-87.23
71543,48.00,2548,-87.23
72185,51.00,35,-91.82
72295,50.00,-403,-91.82
72405,50.00,-838,-91.82
72515,49.00,-1268,-89.52
72625,49.00,-1696,-89.52
73267,45.00,-4096,-84.93
73377,45.00,-4494,-82.64
73487,44.00,-4890,-82.64
73597,44.00,-5280,-80.34
73707,43.00,-5669,-80.34
73818,43.00,-6050,-80.34
73928,42.00,-6428,-78.05
74038,42.00,-6800,-75.75
74148,41.00,-7170,-75.75
74258,41.00,-7536,-78.05
74368,40.00,-7897,-75.75
75010,37.00,-9915,-68.86
75120,37.00,-10249,-68.86
75230,36.00,-10578,-68.86
75340,35.00,-10902,-66.57
75450,35.00,-11223,-66.57
76092,32.00,-13003,-61.98
76202,31.00,-13297,-59.68
76312,31.00,-13584,-59.68
76422,30.00,-13867,-57.39
76532,30.00,-14147,-59.68
76643,29.00,-14423,-57.39
76753,29.00,-14693,-55.09
76863,28.00,-14960,-55.09
76973,28.00,-15225,-55.09
77083,27.00,-15484,-52.80
77193,27.00,-15739,-52.80
77835,23.00,-17141,-48.20
77945,23.00,-17367,-48.20
78055,22.00,-17589,-45.91
78165,22.00,-17805,-43.61
78275,21.00,-18020,-43.61
78917,18.00,-19181,-39.02
79027,18.00,-19367,-39.02
79137,17.00,-19546,-36.73
79247,17.00,-19723,-36.73
79357,16.00,-19895,-34.43
79468,16.00,-20066,-36.73
79578,15.00,-20230,-32.14
79688,14.00,-20392,-32.14
79798,14.00,-20546,-29.84
79908,13.00,-20700,-32.14
80018,13.00,-20848,-32.14
80660,10.00,-21630,-27.55
80770,9.00,-21750,-22.95
80880,9.00,-21866,-22.95
80990,8.00,-21979,-22.95
81100,8.00,-22088,-22.95
81742,5.00,-22632,-16.07
81852,4.00,-22710,-16.07
81962,3.00,-22788,-16.07
82072,3.00,-22859,-13.77
82182,2.00,-22930,-13.77
82293,2.00,-22993,-13.77
82403,1.00,-23054,-11.48
82513,1.00,-23109,-11.48
82623,0.00,-23162,-9.18
82733,0.00,-23208,-9.18
82843,-1.00,-23221,6.89
83485,-4.00,-22862,16.07
83595,-4.00,-22785,16.07
83705,-5.00,-22702,18.36
83815,-5.00,-22620,16.07
83925,-6.00,-22530,20.66
84567,-9.00,-21931,22.95
84677,-10.00,-21813,25.25
84787,-10.00,-21690,25.25
84897,-11.00,-21565,27.55
85007,-11.00,-21435,27.55
85118,-12.00,-21304,27.55
85228,-12.00,-21164,29.84
85338,-13.00,-21019,32.14
85448,-13.00,-20870,32.14
85558,-14.00,-20718,32.14
85668,-14.00,-20562,34.43
86310,-18.00,-19573,36.73
86420,-18.00,-19389,39.02
86530,-19.00,-19201,41.32
86640,-19.00,-19005,41.32
86750,-20.00,-18807,41.32
87392,-23.00,-17573,45.91
87502,-23.00,-17349,45.91
87612,-24.00,-17118,48.20
87722,-24.00,-16882,50.50
87832,-25.00,-16642,52.80
88584,-29.00,-14900,57.39
88694,-29.00,-14626,59.68
88804,-30.00,-14352,57.39
88914,-30.00,-14069,59.68
89024,-31.00,-13785,57.39
89666,-34.00,-12041,66.57
89776,-34.00,-11726,66.57
89886,-35.00,-11409,66.57
89996,-35.00,-11085,66.57
90106,-36.00,-10756,68.86
